entity_urn,ownership_status,headcount,twitter_follower_count,linkedin_follower_count,funding_total,funding_stage,gpt_sector,domain,name,city,country,years_since_founding,investors,highlights,is_target,similarity_score
urn:harmonic:company:169467,PRIVATE,20,136.0,3715,20.419982,SERIES_A,Cybersecurity,baseoperations.com,Base Operations,Washington,United States,7.013698630136986,"['Glasswing Ventures' 'Techstars' 'TRNC Ventures' 'Good Growth Capital'
 'First Round Capital' 'Inner Loop Capital' 'Alliance Holdings' 'Gaingels'
 'First In' 'Mindset Ventures' 'Vela Partners' 'Spero Ventures'
 'Magma Partners' 'Prefix Capital' 'Grotech Ventures' 'Howard Morgan'
 'Kevin Alvarez-Fung']","['Alliance Holdings', 'First In', 'First Round Capital', 'Gaingels', 'Glasswing Ventures', 'Good Growth Capital', 'Grotech Ventures', 'Howard Morgan', 'Inner Loop Capital', 'Kevin Alvarez-Fung', 'Magma Partners', 'Mindset Ventures', 'Prefix Capital', 'Spero Ventures', 'TRNC Ventures', 'Techstars', 'Vela Partners']",0,1.4369973e-05
urn:harmonic:company:2241258,PRIVATE,110,2434.0,10022,171.25,SERIES_B,FinTech,getparker.com,Parker,New York,United States,6.019178082191781,"['Jefferies' 'Presight Capital' 'Y Combinator' 'Ethos VC'
 'TriplePoint Capital' 'Valar Ventures LLC']","['Ethos VC', 'Presight Capital', 'Valar Ventures LLC', 'Y Combinator']",0,1.4366302e-05
urn:harmonic:company:50050,PRIVATE,171,13925.0,8263,40.0,SERIES_B,CPG,monos.com,Monos,Vancouver,Canada,6.69041095890411,['Strand Equity' 'venn growth partners' 'Michele Romanow'],"['Michele Romanow', 'Strand Equity', 'venn growth partners']",0,1.4366287e-05
urn:harmonic:company:728231,PRIVATE,71,175.0,3218,114.249988,SERIES_B,Vertical Software,trycents.com,Cents,New York,United States,6.010958904109589,"['Cloud Capital' 'Newfund' 'Rosecliff' 'FJ Labs' 'Tech Pioneers Fund'
 '1517 Fund' 'Moonbow Ventures' 'RXR' 'Alumni Ventures'
 'Contrarian Thinking' 'Millennium Technology Value Partners'
 'Camber Creek' 'J-Ventures Fund' 'Tiger Global Management'
 'Verdure Capital Management' 'RiverPark Ventures'
 'Bessemer Venture Partners' 'Derive Ventures' 'Salil Pitroda'
 'William Gaybrick' 'Steve Fredette' 'Jason Finger' 'Sam Pillar']","['1517 Fund', 'Alumni Ventures', 'Bessemer Venture Partners', 'Camber Creek', 'Cloud Capital', 'Contrarian Thinking', 'Derive Ventures', 'FJ Labs', 'J-Ventures Fund', 'Jason Finger', 'Millennium Technology Value Partners', 'Moonbow Ventures', 'Newfund', 'RXR', 'RiverPark Ventures', 'Rosecliff', 'Salil Pitroda', 'Sam Pillar', 'Steve Fredette', 'Tech Pioneers Fund', 'Tiger Global Management', 'Verdure Capital Management', 'William Gaybrick']",0,1.4365891e-05
urn:harmonic:company:791632,PRIVATE,33,3424.0,11011,6.951104,SEED,,floodmapp.com,FloodMapp,Fortitude Valley,Australia,6.934246575342466,"['Union Square Ventures' 'H2 Ventures' 'Mundi Ventures' 'River City Labs'
 'Transition Level Investments' 'Jelix Ventures' 'Allectus Capital'
 'Climate X']","['Allectus Capital', 'Climate X', 'H2 Ventures', 'Jelix Ventures', 'Mundi Ventures', 'River City Labs', 'Transition Level Investments', 'Union Square Ventures']",0,1.436189e-05
urn:harmonic:company:3823627,PRIVATE,19,,2131,8.0,SEED,Climate Tech Hardware,inlyteenergy.com,Inlyte Energy,San Leandro,United States,4.010958904109589,"['TechEnergy Ventures' 'Valo Ventures' 'GS Futures' 'First Spark Ventures'
 'Climate Capital' 'Anglo American' 'At One Ventures']","['Anglo American', 'At One Ventures', 'Climate Capital', 'First Spark Ventures', 'GS Futures', 'TechEnergy Ventures', 'Valo Ventures']",0,1.43597135e-05
urn:harmonic:company:3865533,PRIVATE,28,,4252,0.75,PRE_SEED,Climate Tech Software,cambio.ai,Cambio,New York,United States,4.016438356164383,['Google for Startups' 'Y Combinator'],['Y Combinator'],0,1.4353744e-05
urn:harmonic:company:10172270,PRIVATE,258,66.0,4695,187.0,VENTURE_UNKNOWN,,endpoint.com,Endpoint,El Segundo,United States,7.019178082191781,['First American'],"['First American', 'First American Financial Corporation']",0,1.4349623e-05
urn:harmonic:company:1743,PRIVATE,53,206.0,606,23.35,SERIES_B,,tinkermode.com,Mode,San Mateo,United States,10.443835616438356,"['Global Brain Corporation' 'Richard Chen' 'Compound' 'True Ventures'
 '富士通クラウドテクノロジーズ（株）' 'Fujitsu' 'Daiichi Jitsugyo Co Ltd'
 'Metamorphic Ventures' 'SBI Investment' 'Kleiner Perkins'
 'JR East Start UP Co., Ltd.' 'Panasonic Kurashi Visionary Fund'
 'Corey Reese' 'Brian McClendon' 'Othman Laraki']","['Brian McClendon', 'Compound', 'Corey Reese', 'Daiichi Jitsugyo Co Ltd', 'Daiichi Jitsugyo Co.', 'Fujitsu', 'Global Brain Corporation', 'JR East Start UP Co.', 'Kleiner Perkins', 'Metamorphic Ventures', 'Othman Laraki', 'Panasonic Kurashi Visionary Fund', 'Richard Chen', 'SBI Investment', 'True Ventures', '富士通クラウドテクノロジーズ（株）']",0,1.4346477e-05
urn:harmonic:company:802314,PRIVATE,37,3.0,3202,1.05,SEED,,locl.io,Locl,Portland,United States,7.019178082191781,['Alliance of Angels' 'Cascade Seed Fund' 'Accellius'],"['Accellius', 'Alliance of Angels', 'Cascade Seed Fund']",0,1.4345943e-05
urn:harmonic:company:746215,PRIVATE,20,85.0,2862,25.0,SERIES_A,Vertical Software,lexcheck.com,LexCheck,BOWLING GREEN,United States,10.016438356164384,"['Wormhole Capital' 'Ulu Ventures' 'Mayfield Fund' 'GTMfund' 'Kli Capital'
 'Howard Morgan' 'Vivek Garipalli']","['GTMfund', 'Gary Sangha', 'Howard Morgan', 'Kli Capital', 'Mayfield Fund', 'Ulu Ventures', 'Vivek Garipalli', 'Wormhole Capital']",0,1.4345532e-05
urn:harmonic:company:4393554,PRIVATE,10,,817,6.528208,SEED,,embea.com,Embea,Berlin,Germany,3.0164383561643837,"['Atlantic Labs' 'astoryaVC' 'LA ROCA Capital' 'Daniel Khachab'
 'Michael Cassau' 'Jamie Hale']","['Atlantic Labs', 'Daniel Khachab', 'Jamie Hale', 'LA ROCA Capital', 'Michael Cassau', 'astoryaVC']",0,1.4343659e-05
urn:harmonic:company:3955425,PRIVATE,76,20160.0,4540,3.0,SEED,Gaming,voldex.com,Voldex,Miami,United States,10.021917808219179,['Makers Fund' '305 Ventures' 'Pow' 'Dune Ventures' 'Christian Perez'],"['305 Ventures', 'Christian Perez', 'Dune Ventures', 'Makers Fund', 'Pow', 'Skeppy']",0,1.4343111e-05
urn:harmonic:company:620138,PRIVATE,69,1048.0,4387,52.919438,SERIES_B,,unito.io,Unito,Montreal,Canada,10.01917808219178,"['500 Global' 'Heron Rock' 'Rainfall' 'Real Ventures' 'YUL Ventures'
 'Social Capital' 'Mistral' 'Hedgewood Properties Inc'
 'Investissement Québec' 'Caisse de dépôt et placement du Québec (CDPQ)'
 'Bessemer Venture Partners' 'Right Side Capital Management'
 'Tom Williams']","['500 Global', 'Bessemer Venture Partners', 'CDPQ', 'Caisse de dépôt et placement du Québec (CDPQ)', 'Hedgewood Properties Inc', 'Heron Rock', 'Investissement Québec', 'Mistral', 'Rainfall', 'Real Ventures', 'Right Side Capital Management', 'Social Capital', 'Tom Williams', 'YUL Ventures']",0,1.434177e-05
urn:harmonic:company:499423,ACQUIRED_OR_MERGED,44,220.0,5150,0.4218499999999999,EXITED,FinTech,berkeleypayment.com,Berkeley Payments,Toronto,Canada,20.019178082191782,[],,0,1.43387615e-05
urn:harmonic:company:10522466,ACQUIRED_OR_MERGED,22,49.0,5042,13.150002,SEED,Data,thrivable.app,Thrivable,Cleveland,United States,5.353424657534247,"['Allos Ventures' 'Innovation Fund North Carolina' 'North Coast Ventures'
 'FCA Venture Partners' 'JumpStart Inc.' 'JumpStart Ventures'
 'Early Light Ventures']","['Allos Ventures', 'Early Light Ventures', 'FCA Venture Partners', 'Innovation Fund North Carolina', 'JumpStart', 'JumpStart Inc.', 'JumpStart Ventures', 'North Coast Ventures']",0,1.4338379e-05
urn:harmonic:company:4576837,PRIVATE,116,13900.0,6412,0.4218499999999999,,Gaming,exitlag.com,ExitLag,Orlando,United States,15.016438356164384,[],,0,1.4335767e-05
urn:harmonic:company:636499,PRIVATE,60,188.0,9916,61.075,SERIES_B,Climate Tech Hardware,xealenergy.com,Xeal,New York,United States,6.019178082191781,"['Moderne Ventures' 'Rocket Fund' 'E8 Angels' 'Western Alliance Bank'
 'Alpaca VC' 'Align Residential' 'Emerging Ventures Capital'
 'Harrison Street' 'Keyframe' 'Los Angeles Cleantech Incubator (LACI)'
 'Copec WIND Ventures' 'Hunt Companies, Inc' 'ArcTern Ventures'
 'Pasadena Angels' 'Willow Bridge Property Company'
 'MMC Technology Ventures' 'New Park Partners, LLC' 'Nexus Labs'
 'Ramez Naam']","['Align Residential', 'Alpaca VC', 'ArcTern Ventures', 'Copec WIND Ventures', 'E8 Angels', 'Emerging Ventures Capital', 'Harrison Street', 'Hunt Companies', 'Keyframe', 'Keyframe Capital', 'Los Angeles Cleantech Incubator (LACI)', 'MMC Technology Ventures', 'Moderne Ventures', 'New Park Partners', 'Nexus Labs', 'Pasadena Angels', 'Ramez Naam', 'Rocket Fund', 'Willow Bridge Property Company']",0,1.4331093e-05
urn:harmonic:company:2939788,PRIVATE,22,20175.0,1899,1.253,SEED,,sahha.ai,Sahha,San Francisco,United States,4.016438356164383,['Aura Event & Experiences ' 'Antler'],"['Antler', 'Aura Event & Experiences ']",0,1.4330738e-05
urn:harmonic:company:192316,PRIVATE,31,200.0,22278,0.4218499999999999,,Healthcare Software,ideaevolver.com,IDEA EVOLVER,Philadelphia,United States,14.016438356164384,[],,0,1.4330027e-05
urn:harmonic:company:4173571,PRIVATE,20,2480.0,2436,8.3,SEED,,soundful.com,Soundful,San Diego,United States,5.353424657534247,['Thomas Staggs'],['Thomas Staggs'],0,1.4327895e-05
urn:harmonic:company:655739,PRIVATE,54,3031.0,921,1.6,PRE_SEED,Gaming,yur.energy,YUR®,Los Angeles,United States,6.019178082191781,['Boost VC' 'The Venture Reality Fund / The VR Fund'],"['Boost VC', 'The Venture Reality Fund / The VR Fund']",0,1.4325655e-05
urn:harmonic:company:1598505,PRIVATE,27,132.0,3878,10.225,SERIES_A,Cybersecurity,cydome.io,Cydome,Tel Aviv-Yafo,Israel,7.019178082191781,"['2.0 Ventures' 'Camden Partners' 'VentureIsrael'
 'NewGate Capital Partners, LLC' 'Pointman I' 'MD One Ventures'
 'Capsula TAU']","['2.0 Ventures', 'Camden Partners', 'Capsula TAU', 'MD One Ventures', 'NewGate Capital Partners', 'Pointman I', 'VentureIsrael']",0,1.4324562e-05
urn:harmonic:company:1610443,PRIVATE,45,108.0,2394,12.72,SEED,Healthcare Services,venteur.com,Venteur,San Francisco,United States,4.016438356164383,"['Plug and Play Tech Center' 'Techstars' 'Headwater Ventures' 'Revelry'
 'CRCM Ventures' 'GSR Ventures' 'Houghton Street Ventures' 'UX Agency']","['CRCM Ventures', 'GSR Ventures', 'Headwater Ventures', 'Houghton Street Ventures', 'Plug and Play Tech Center', 'Revelry', 'Revelry Venture Partners', 'Techstars', 'UX Agency']",0,1.4324124e-05
urn:harmonic:company:12872484,PRIVATE,94,,12973,1.7,PRE_SEED,Vertical Software,zentrades.pro,ZenTrades Inc.,New York,United States,2.1835616438356165,['Ride Ventures' 'Forum Ventures' 'Comma Capital' 'Geek Ventures'],"['Comma Capital', 'Forum Ventures', 'Geek Ventures', 'Ride Ventures']",0,1.432172e-05
urn:harmonic:company:12176089,PRIVATE,5,349.0,1928,0.4218499999999999,VENTURE_UNKNOWN,Data,definite.app,Definite,Wilmington,United States,2.0164383561643837,[],,0,1.4321146e-05
urn:harmonic:company:1612896,PRIVATE,77,16113.0,12639,3.528439,SEED,Vertical Software,whatifshow.com,Underknown,Toronto,Canada,8.202739726027398,['NorthTech Capital Investors' 'Aurum Holdings'],"['Aurum Holdings', 'NorthTech Capital Investors']",0,1.430459e-05
urn:harmonic:company:11684042,PRIVATE,12,,2547,1.087887,SEED,,recruitroo.com,Recruitroo,Dublin,Ireland,3.0082191780821916,['Delta Partners Ltd.' 'Enterprise Ireland' 'Delta Partners'],"['Delta Partners', 'Delta Partners Ltd.', 'Enterprise Ireland']",0,1.4303567e-05
urn:harmonic:company:12875336,PRIVATE,12,,625,1.2,PRE_SEED,,colors-ai.com,Colors AI,New York,United States,2.0164383561643837,['Fusion VC' 'Gaingels' 'Ilan Kasan' 'Geek Ventures'],"['Fusion VC', 'Gaingels', 'Geek Ventures', 'Ilan Kasan']",0,1.4299708e-05
urn:harmonic:company:2140626,PRIVATE,434,98882.0,65446,106.25,SERIES_A,Horizontal Software,bubble.io,Bubble,New York,United States,13.024657534246575,['bossa invest' 'David Fisher' 'Ross Mason'],"['David Fisher', 'Ross Mason', 'bossa invest']",0,1.4299203e-05
urn:harmonic:company:10557871,PRIVATE,12,,1900,2.753579,SEED,,cytix.io,Cytix,Manchester,United Kingdom,3.0164383561643837,"['Auriga Partners' 'Praetura Ventures' 'SFC Capital'
 'Auriga Cyber Ventures' 'Jeremy Gidlow']","['Auriga Cyber Ventures', 'Auriga Partners', 'Jeremy Gidlow', 'NPIF II – Praetura Equity Finance', 'Praetura Ventures', 'SFC Capital']",0,1.4298179e-05
urn:harmonic:company:3715890,PRIVATE,47,135.0,5517,21.637789,SEED,Horizontal Software,ixana.ai,Ixana,West Lafayette,United States,4.013698630136986,"['Purdue Innovates' 'Scrum Ventures' 'Uncorrelated' 'Samsung Next'
 'Paradigm Shift Capital' 'Hack VC' 'Aurum Venture Partners'
 'Iterative Ventures' 'IAG Capital Partners' 'Vena Vitals' 'Konvoy'
 '10x Founders' 'Ultratech Capital Partners']","['10x Founders', 'Aurum Venture Partners', 'Hack VC', 'IAG Capital Partners', 'Iterative Ventures', 'Konvoy', 'Paradigm Shift Capital', 'Purdue Innovates', 'Samsung Next', 'Scrum Ventures', 'Ultratech Capital Partners', 'Uncorrelated', 'Vena Vitals']",0,1.4297974e-05
urn:harmonic:company:3146488,PRIVATE,12,123.0,620,2.191186,SEED,Infrastructure,deskree.com,Deskree,Toronto,Canada,2.6904109589041094,"['LOI Accelerator' 'Forum Ventures' 'Flair Ventures' 'Flyer One Ventures'
 'LOI Venture' 'Vesna Capital' 'AAL VC' 'Ethos Fund'
 'Prospective Technologies Venture Capital' 'ZAKA VC' 'N49P' 'Hustle Fund'
 'Vlad Magdalin' 'Alex Alpern']","['AAL VC', 'Alex Alpern', 'Ethos Fund', 'Flair Ventures', 'Flyer One Ventures', 'Forum Ventures', 'Hustle Fund', 'LOI Accelerator', 'LOI Venture', 'N49P', 'Prospective Technologies Venture Capital', 'Vesna Capital', 'Vlad Magdalin', 'ZAKA VC']",0,1.4297252e-05
urn:harmonic:company:14372252,PRIVATE,11,758.0,846,0.1,PRE_SEED,,ifunza.com,"iFunza, Inc.",Newark,United States,2.021917808219178,['Baobab Network'],['Baobab Network'],0,1.4291268e-05
urn:harmonic:company:50187,ACQUIRED_OR_MERGED,45,2897.0,9859,70.2,EXITED,CPG,mylola.com,LOLA,New York,United States,11.021917808219179,"['Expansion Venture Capital' 'Spark Capital' 'Vayner/RSE' 'Warby Parker'
 'Brand Foundry Ventures' 'Alliance Consumer Growth (ACG)'
 'Serena Ventures' '14W' 'RSE Ventures' 'BBG Ventures' 'AF Ventures'
 'Lerer Hippeau' 'BoxGroup' 'LivWell Ventures' 'Neil Blumenthal'
 'Nathaniel Ru' 'Nicolas Jammet' 'William Gaybrick' 'Allison Williams'
 'Dave Gilboa' 'Seth Berkowitz' 'Jeffrey Raider' 'Josh Kushner'
 'Jonathan Neman' 'Joshua Kushner' 'Lena Dunham' 'Andy Dunn'
 'Serena Williams' 'Natalie Carnegie']","['14W', 'AF Ventures', 'Alliance Consumer Growth (ACG)', 'Allison Williams', 'Andy Dunn', 'BBG Ventures', 'BoxGroup', 'Brand Foundry Ventures', 'Dave Gilboa', 'Expansion Venture Capital', 'Jeffrey Raider', 'Jonathan Neman', 'Josh Kushner', 'Joshua Kushner', 'Lena Dunham', 'Lerer Hippeau', 'Lerer Hippeau Ventures', 'LivWell Ventures', 'Natalie Carnegie', 'Nathaniel Ru', 'Neil Blumenthal', 'Nicolas Jammet', 'RSE Ventures', 'Serena Ventures', 'Serena Williams', 'Seth Berkowitz', 'Spark Capital', 'Vayner/RSE', 'Warby Parker', 'Will Gaybrick', 'William Gaybrick']",0,1.4290028e-05
urn:harmonic:company:1430474,PRIVATE,45,138.0,5599,3.000674,SEED,Healthcare Software,medmehealth.com,MedMe Health (YC W21),Toronto,Canada,6.019178082191781,"['XX' ""M12, Microsoft's Venture Fund"" 'Y Combinator' 'Young Founders'
 'Velocity' 'Graphite Ventures' 'Velocity Fund Partners' 'Velocity'
 'NEXT Canada' 'MaRS Investment Accelerator Fund']","['Graphite Ventures', 'M12', 'M12', ""Microsoft's Venture Fund"", 'MaRS Investment Accelerator Fund', 'NEXT Canada', 'Velocity', 'Velocity Fund Partners', 'XX', 'Y Combinator', 'Young Founders']",0,1.4287711e-05
urn:harmonic:company:1972104,PRIVATE,49,2813.0,6501,10.0,SERIES_A,Healthcare Services,mdisrupt.com,MDisrupt,Austin,United States,5.438356164383562,"['The Venture Collective (TVC)' 'The BFM Fund' '3plus VC'
 'Bren Investments' 'Growth Factory' 'Zane Venture Fund'
 'Mindshift Capital' 'American Heart Association' 'BDev Ventures'
 'Geek Ventures' 'Capita3' '37 Angels' 'Emmeline Ventures'
 'The Good Science Fund' 'Mark Bouzyk' 'Jessica Owens' 'Susan Solinsky'
 'Chantell Preston' 'Matthew Holt' 'Robert Boisjoli, FCPA, CPA,CBV']","['37 Angels', '3plus VC', 'BDev Ventures', 'Bren Investments', 'Capita3', 'Chantell Preston', 'Emmeline Ventures', 'Geek Ventures', 'Growth Factory', 'Jessica Owens', 'Mark Bouzyk', 'Matthew Holt', 'Mindshift Capital', 'Robert Boisjoli', 'FCPA', 'CPA,CBV', 'The BFM Fund', 'The Venture Collective (TVC)', 'Zane Venture Fund']",0,1.4287371e-05
urn:harmonic:company:18067508,PRIVATE,15,229.0,698,2.2,SEED,,proleaguenetwork.com,Pro League Network,New York,United States,3.010958904109589,"['Eberg Capital' 'KB Partners' 'IA Sports Ventures' 'Chris Grove'
 'Kevin Garnett']","['Chris Grove', 'Eberg Capital', 'IA Sports Ventures', 'KB Partners', 'Kevin Garnett']",0,1.4280914e-05
urn:harmonic:company:800948,PRIVATE,119,241.0,13437,15.5,SERIES_A,Vertical Software,zuddl.com,Zuddl,San Francisco,United States,5.019178082191781,"['Waveform Ventures' 'Alpha Wave Global' 'Y Combinator'
 'Qualcomm Ventures' 'growX ventures' 'Evening Fund']","['Alpha Wave Global', 'Evening Fund', 'Qualcomm Ventures', 'Qualcomm Ventures LLC', 'Waveform Ventures', 'Y Combinator', 'growX ventures']",0,1.4280069e-05
urn:harmonic:company:12887498,PRIVATE,18,81.0,2285,3.0,SEED,Ecommerce,packdigital.com,Pack,San Diego,United States,6.016438356164383,"['Anorak Ventures' 'Alpaca VC' 'irrvrntVC' 'Vanterra Ventures'
 'Spacestation' 'SuperAngel.Fund' 'Mana Ventures' 'Vanterra Capital'
 'Pari Passu Venture Partners' 'Norwest Venture Partners' 'mu ventures'
 'Geoffrey Woo' 'Steven Borrelli' 'Kyle Widrick' 'Nick Ajluni'
 'Nick Guillen' 'Jake Kassan']","['Alpaca', 'Alpaca VC', 'Anorak Ventures', 'Geoffrey Woo', 'Jake Kassan', 'Kyle Widrick', 'Mana Ventures', 'Nick Ajluni', 'Nick Guillen', 'Norwest Venture Partners', 'Pari Passu Venture Partners', 'Spacestation', 'Steven Borrelli', 'Vanterra Capital', 'Vanterra Ventures', 'irrvrntVC', 'mu ventures']",0,1.42779045e-05
urn:harmonic:company:1842426,PRIVATE,28,30.0,6133,15.509998,SEED,Healthcare Software,rhinohealth.com,Rhino Health,Boston,United States,4.178082191780822,"['Qiming Venture Partners USA' 'LionBird' 'Arkin Capital' 'Maccabi Fund'
 'Fusion Fund' 'Dragoneer Investment Group' 'Qiming Venture Partners']","['Arkin Capital', 'Dragoneer Investment Group', 'Fusion Fund', 'LionBird', 'Maccabi Fund', 'Qiming Venture Partners', 'Qiming Venture Partners USA', 'Telus Global Ventures']",0,1.4277196e-05
urn:harmonic:company:10936297,,11,,66,12.2958,SERIES_A,,i-rox.net,i-Rox,Bnei Brak,Israel,3.0136986301369864,['Breakthrough Energy'],['Breakthrough Energy'],0,1.427137e-05
urn:harmonic:company:25840,PRIVATE,37,2220.0,2179,1.75,SEED,CPG,freshcleantees.com,Fresh Clean Threads,San Diego,United States,10.021917808219179,['Washing Pond Ventures' 'Guild Capital'],"['Guild Capital', 'Washing Pond Ventures']",0,1.4269926e-05
urn:harmonic:company:11056075,PRIVATE,17,,1534,8.5,SEED,Cybersecurity,ostrichcyber-risk.com,Ostrich Cyber-Risk,Salt Lake City,United States,3.347945205479452,['EPIC Ventures' 'Laughlin Capital'],"['EPIC Ventures', 'Laughlin Capital']",0,1.4254924e-05
urn:harmonic:company:12816547,PRIVATE,12,120.0,3295,10.0,SEED,Horizontal Software,lastmileai.dev,LastMile AI,New York,United States,1.7671232876712328,"['AME Cloud Ventures' 'Gradient' 'Exceptional Capital' '10x Founders'
 'Firsthand.vc' 'Gradient' 'Guillermo Rauch']","['10x Founders', 'AME Cloud Ventures', 'Exceptional Capital', 'Gradient', 'Guillermo Rauch']",0,1.42547215e-05
urn:harmonic:company:1456460,PRIVATE,26,493.0,16199,6.694098,SEED,Climate Tech Software,earthly.org,Earthly,London,United Kingdom,5.019178082191781,['Google' 'Evenlode Investment' 'Crowdcube' '8 Dimension Ventures'],"['8 Dimension Ventures', 'Evenlode Investment', 'Google']",0,1.4254626e-05
urn:harmonic:company:15453993,PRIVATE,15,,1223,5.604998,SEED,,zeplyn.ai,Zeplyn,New York,United States,3.0164383561643837,['Leo Capital' 'Converge VC'],"['Converge', 'Converge VC', 'Leo Capital']",0,1.4246947e-05
urn:harmonic:company:169392,PRIVATE,78,730.0,20519,68.815,SERIES_B,Robotics,dustyrobotics.com,Dusty Robotics,Mountain View,United States,6.772602739726027,"['Scale Venture Partners' 'Cantos' 'Canaan' 'Baseline Ventures'
 'NextGen Venture Partners' 'DPR Construction' 'GRIDS Capital'
 'Root Ventures']","['Baseline Ventures', 'Canaan', 'Cantos', 'DPR Construction', 'GRIDS Capital', 'NextGen Venture Partners', 'Root Ventures', 'Scale Venture Partners']",0,1.4244746e-05
urn:harmonic:company:2239759,PRIVATE,29,55.0,4707,5.21,SERIES_A,Vertical Software,stylearcade.com,Style Arcade,New York,United States,6.7534246575342465,[],,0,1.4242601e-05
urn:harmonic:company:15335160,PRIVATE,39,,3286,16.219981,SEED,Climate Tech Hardware,efficient.computer,Efficient Computer,Pittsburgh,United States,3.0136986301369864,"['Eclipse' 'A&E Investment, LLC' 'Myelin VC' 'BoxGroup']","['A&E Investment', 'BoxGroup', 'Eclipse', 'Myelin VC']",0,1.4241445e-05
urn:harmonic:company:3319015,PRIVATE,10,76.0,5087,6.5,SEED,Life Sciences Software,denovofoodlabs.com,De Novo Foodlabs,Durham,United States,3.5397260273972604,"['Pascual Innoventures' 'UM6P Ventures' 'Plug and Play Tech Center'
 'Kale United' 'Anonymous Trust' 'Mylkcubator' 'Prithvi Ventures'
 'Sustainable Food Ventures' 'CULT Food Science' 'Big Idea Ventures'
 'Joyful VC']","['Anonymous Trust', 'Big Idea Ventures', 'CULT Food Science', 'Joyful VC', 'Kale United', 'Mylkcubator', 'Pascual Innoventures', 'Plug and Play Tech Center', 'Prithvi Ventures', 'Sustainable Food Ventures', 'UM6P Ventures']",0,1.4236964e-05
urn:harmonic:company:3240481,ACTIVE,1,,608,41.3,SERIES_B,Other,capstarventures.com,Capstar Ventures,Austin,United States,6.013698630136986,[],,0,1.4236218e-05
urn:harmonic:company:1836541,PRIVATE,15,,1134,0.1167,PRE_SEED,FinTech,whiteswan.io,White Swan,Rehoboth Beach,United States,5.235616438356164,[],,0,1.4235743e-05
urn:harmonic:company:705629,ACTIVE,49,991.0,1252,0.0,VENTURE_UNKNOWN,,alevelcapital.com,A-Level Capital,Baltimore,United States,10.021917808219179,[],,0,1.4234521e-05
urn:harmonic:company:1893727,ACTIVE,7,1619.0,3584,121.0,,ERROR,angularventures.com,Angular Ventures,London,United Kingdom,7.019178082191781,[],,0,1.4232104e-05
urn:harmonic:company:4144212,ACQUIRED_OR_MERGED,9,82.0,1860,5.0,EXITED,Infrastructure,gethelios.dev,Helios (part of Snyk),Tel Aviv-Yafo,Israel,4.008219178082192,"['Entrée Capital' 'Amiti' 'Adi Sharabani' 'Guy Podjarny' 'Amiram Shachar'
 'Guy Fighel' 'Yair Amit' 'Benny Schnaider']","['Adi Sharabani', 'Amiram Shachar', 'Amiti', 'Benny Schnaider', 'Entrée Capital', 'Guy Fighel', 'Guy Podjarny', 'Yair Amit']",0,1.4226432e-05
urn:harmonic:company:678948,PRIVATE,13,2983.0,2925,3.22,SEED,,biomedican.com,"BIOMEDICAN, Inc.",Fremont,United States,7.145205479452055,"['HNI' 'White Sheep Capital, inc']","['HNI', 'White Sheep Capital']",0,1.4221874e-05
urn:harmonic:company:1573904,OUT_OF_BUSINESS,6,1092.0,1087,1.83,,,pieceandco.com,Piece & Co.,Larkspur,United States,13.35890410958904,[],,0,1.4221522e-05
urn:harmonic:company:2103341,PRIVATE,124,35.0,11158,46.0,SERIES_B,Vertical Software,offerfit.ai,OfferFit,Boston,United States,5.019178082191781,"['Idan Ofer' 'Capital One' '515 Ventures' 'Alumni Ventures' 'GTMfund'
 'Pareto Holdings' 'Burst Capital' 'Ridge Ventures' 'TMD Ventures'
 'Canvas Ventures' 'Harmony Partners' 'AfterWork Ventures'
 'Menlo Ventures' 'Black Nova Venture Capital' 'Carbide Ventures'
 'Tushar Garg' 'Samuel Adeyemo' 'Frederic Kerrest' 'Michael Stoppelman'
 'Bradley Horowitz' 'Jeremy Stoppelman' 'Katelyn Donnelly' 'Ryan Carlson'
 'Kevin Stumpf' 'Sean B.' 'Luther Lowe']","['515 Ventures', 'AfterWork Ventures', 'Alumni Ventures', 'Black Nova Venture Capital', 'Bradley Horowitz', 'Burst Capital', 'Canvas Ventures', 'Capital One', 'Carbide Ventures', 'Frederic Kerrest', 'GTMfund', 'Harmony Partners', 'Idan Ofer', 'Jeremy Stoppelman', 'Katelyn Donnelly', 'Kevin Stumpf', 'Luther Lowe', 'Menlo Ventures', 'Michael Stoppelman', 'Pareto Holdings', 'Ridge Ventures', 'Ryan Carlson', 'Samuel Adeyemo', 'Sean B.', 'TMD Ventures', 'Tushar Garg']",0,1.4217237e-05
urn:harmonic:company:3190725,PRIVATE,26,390.0,7837,1.23,PRE_SEED,CPG,covalo.com,Covalo,Zürich,Switzerland,3.8493150684931505,['HTGF | High-Tech Gründerfonds' 'seed + speed Ventures' 'SICTIC'],"['HTGF | High-Tech Gründerfonds', 'SICTIC', 'seed + speed Ventures']",0,1.4216559e-05
urn:harmonic:company:1555080,PUBLIC,982,4216.0,40907,920.0,EXITED,Consumer,verano.com,Verano,Chicago,United States,7.013698630136986,"['SOL Global Investments' 'SPE - Serruya Private Equity'
 'Advanced Flower Capital']","['SOL Global Investments', 'SPE - Serruya Private Equity']",0,1.4216355e-05
